site	year	rep	specie	Date
2	5	2	37	25
3	5	2	37	25
4	5	2	37	25
5	5	2	37	25
6	5	2	37	25
7	5	2	37	25
8	5	2	37	25
9	5	2	37	25
10	5	2	37	25
11	5	2	37	25
12	5	2	37	25
13	5	2	37	25
14	5	2	37	25
15	5	2	37	25
16	5	2	37	25
17	5	2	37	25
18	5	2	37	25
19	5	2	37	25
1	6	2	37	31
2	6	2	37	31
3	6	2	37	31
4	6	2	37	31
5	6	2	37	31
6	6	2	37	31
7	6	2	37	31
8	6	2	37	31
9	6	2	37	31
10	6	2	37	31
11	6	2	37	31
12	6	2	37	31
13	6	2	37	31
14	6	2	37	31
15	6	2	37	31
16	6	2	37	31
17	6	2	37	31
18	6	2	37	31
19	6	2	37	31
1	7	2	37	29
2	7	2	37	29
3	7	2	37	29
4	7	2	37	29
5	7	2	37	29
6	7	2	37	29
7	7	2	37	29
8	7	2	37	29
9	7	2	37	29
10	7	2	37	29
11	7	2	37	29
12	7	2	37	29
13	7	2	37	29
14	7	2	37	29
15	7	2	37	29
16	7	2	37	29
17	7	2	37	29
18	7	2	37	29
19	7	2	37	29
1	8	2	37	25
2	8	2	37	25
3	8	2	37	25
4	8	2	37	25
5	8	2	37	25
6	8	2	37	25
7	8	2	37	25
8	8	2	37	25
9	8	2	37	25
10	8	2	37	25
11	8	2	37	25
12	8	2	37	25
13	8	2	37	25
14	8	2	37	25
15	8	2	37	25
16	8	2	37	25
17	8	2	37	25
18	8	2	37	25
19	8	2	37	25
1	9	2	37	17
2	9	2	37	17
3	9	2	37	17
4	9	2	37	17
5	9	2	37	17
6	9	2	37	17
7	9	2	37	17
8	9	2	37	17
9	9	2	37	17
10	9	2	37	17
11	9	2	37	17
12	9	2	37	17
13	9	2	37	17
14	9	2	37	17
15	9	2	37	17
16	9	2	37	17
17	9	2	37	17
18	9	2	37	17
19	9	2	37	17
1	10	2	37	23
2	10	2	37	23
3	10	2	37	23
4	10	2	37	23
5	10	2	37	23
6	10	2	37	23
7	10	2	37	23
8	10	2	37	23
9	10	2	37	23
10	10	2	37	23
11	10	2	37	23
12	10	2	37	23
13	10	2	37	23
14	10	2	37	23
15	10	2	37	23
16	10	2	37	23
17	10	2	37	23
18	10	2	37	23
19	10	2	37	23
1	11	2	37	28
2	11	2	37	28
3	11	2	37	28
4	11	2	37	28
5	11	2	37	28
6	11	2	37	28
7	11	2	37	28
8	11	2	37	28
9	11	2	37	28
10	11	2	37	28
11	11	2	37	28
12	11	2	37	28
13	11	2	37	28
14	11	2	37	28
15	11	2	37	28
16	11	2	37	28
17	11	2	37	28
18	11	2	37	28
19	11	2	37	28
1	12	2	37	56
2	12	2	37	56
3	12	2	37	56
4	12	2	37	56
5	12	2	37	56
6	12	2	37	56
7	12	2	37	56
8	12	2	37	56
9	12	2	37	56
10	12	2	37	56
11	12	2	37	56
12	12	2	37	56
13	12	2	37	56
14	12	2	37	56
15	12	2	37	56
16	12	2	37	56
17	12	2	37	56
18	12	2	37	56
19	12	2	37	56
1	1	1	38	42
2	1	1	38	42
3	1	1	38	42
4	1	1	38	42
5	1	1	38	42
6	1	1	38	42
7	1	1	38	42
8	1	1	38	42
9	1	1	38	42
10	1	1	38	42
11	1	1	38	42
12	1	1	38	42
13	1	1	38	42
14	1	1	38	42
15	1	1	38	42
16	1	1	38	42
17	1	1	38	42
18	1	1	38	42
19	1	1	38	42
1	2	1	38	41
2	2	1	38	41
3	2	1	38	41
4	2	1	38	41
5	2	1	38	41
6	2	1	38	41
7	2	1	38	41
8	2	1	38	41
9	2	1	38	41
10	2	1	38	41
11	2	1	38	41
12	2	1	38	41
13	2	1	38	41
14	2	1	38	41
15	2	1	38	41
16	2	1	38	41
17	2	1	38	41
18	2	1	38	41
19	2	1	38	41
1	3	1	38	18
2	3	1	38	18
3	3	1	38	18
4	3	1	38	18
5	3	1	38	18
6	3	1	38	18
7	3	1	38	18
8	3	1	38	18
9	3	1	38	18
10	3	1	38	18
11	3	1	38	18
12	3	1	38	18
13	3	1	38	18
14	3	1	38	18
15	3	1	38	18
16	3	1	38	18
17	3	1	38	18
18	3	1	38	18
19	3	1	38	18
1	4	1	38	39
2	4	1	38	39
3	4	1	38	39
4	4	1	38	39
5	4	1	38	39
6	4	1	38	39
7	4	1	38	39
8	4	1	38	39
9	4	1	38	39
10	4	1	38	39
11	4	1	38	39
12	4	1	38	39
13	4	1	38	39
14	4	1	38	39
15	4	1	38	39
16	4	1	38	39
17	4	1	38	39
18	4	1	38	39
19	4	1	38	39
1	5	1	38	25
2	5	1	38	25
3	5	1	38	25
4	5	1	38	25
5	5	1	38	25
6	5	1	38	25
7	5	1	38	25
8	5	1	38	25
9	5	1	38	25
10	5	1	38	25
11	5	1	38	25
12	5	1	38	25
13	5	1	38	25
14	5	1	38	25
15	5	1	38	25
16	5	1	38	25
17	5	1	38	25
18	5	1	38	25
19	5	1	38	25
1	6	1	38	31
2	6	1	38	31
3	6	1	38	31
4	6	1	38	31
5	6	1	38	31
6	6	1	38	31
7	6	1	38	31
8	6	1	38	31
9	6	1	38	31
10	6	1	38	31
11	6	1	38	31
12	6	1	38	31
13	6	1	38	31
14	6	1	38	31
15	6	1	38	31
16	6	1	38	31
17	6	1	38	31
18	6	1	38	31
19	6	1	38	31
1	7	1	38	29
2	7	1	38	29
3	7	1	38	29
4	7	1	38	29
5	7	1	38	29
6	7	1	38	29
7	7	1	38	29
8	7	1	38	29
9	7	1	38	29
10	7	1	38	29
11	7	1	38	29
12	7	1	38	29
13	7	1	38	29
14	7	1	38	29
15	7	1	38	29
16	7	1	38	29
17	7	1	38	29
18	7	1	38	29
19	7	1	38	29
1	8	1	38	25
2	8	1	38	25
3	8	1	38	25
4	8	1	38	25
5	8	1	38	25
6	8	1	38	25
7	8	1	38	25
8	8	1	38	25
9	8	1	38	25
10	8	1	38	25
11	8	1	38	25
12	8	1	38	25
13	8	1	38	25
14	8	1	38	25
15	8	1	38	25
16	8	1	38	25
17	8	1	38	25
18	8	1	38	25
19	8	1	38	25
1	9	1	38	17
2	9	1	38	17
3	9	1	38	17
4	9	1	38	17
5	9	1	38	17
6	9	1	38	17
7	9	1	38	17
8	9	1	38	17
9	9	1	38	17
10	9	1	38	17
11	9	1	38	17
12	9	1	38	17
13	9	1	38	17
14	9	1	38	17
15	9	1	38	17
16	9	1	38	17
17	9	1	38	17
18	9	1	38	17
19	9	1	38	17
1	10	1	38	23
2	10	1	38	23
3	10	1	38	23
4	10	1	38	23
5	10	1	38	23
6	10	1	38	23
7	10	1	38	23
8	10	1	38	23
9	10	1	38	23
10	10	1	38	23
11	10	1	38	23
12	10	1	38	23
13	10	1	38	23
14	10	1	38	23
15	10	1	38	23
16	10	1	38	23
17	10	1	38	23
18	10	1	38	23
19	10	1	38	23
1	11	1	38	28
2	11	1	38	28
3	11	1	38	28
4	11	1	38	28
5	11	1	38	28
6	11	1	38	28
7	11	1	38	28
8	11	1	38	28
9	11	1	38	28
10	11	1	38	28
11	11	1	38	28
12	11	1	38	28
13	11	1	38	28
14	11	1	38	28
15	11	1	38	28
16	11	1	38	28
17	11	1	38	28
18	11	1	38	28
19	11	1	38	28
1	12	1	38	27
2	12	1	38	27
3	12	1	38	27
4	12	1	38	27
5	12	1	38	27
6	12	1	38	27
7	12	1	38	27
8	12	1	38	27
9	12	1	38	27
10	12	1	38	27
11	12	1	38	27
12	12	1	38	27
13	12	1	38	27
14	12	1	38	27
15	12	1	38	27
16	12	1	38	27
17	12	1	38	27
18	12	1	38	27
19	12	1	38	27
1	1	2	38	42
2	1	2	38	42
3	1	2	38	42
4	1	2	38	42
5	1	2	38	42
6	1	2	38	42
7	1	2	38	42
8	1	2	38	42
9	1	2	38	42
10	1	2	38	42
11	1	2	38	42
12	1	2	38	42
13	1	2	38	42
14	1	2	38	42
15	1	2	38	42
16	1	2	38	42
17	1	2	38	42
18	1	2	38	42
19	1	2	38	42
1	2	2	38	41
2	2	2	38	41
3	2	2	38	41
4	2	2	38	41
5	2	2	38	41
6	2	2	38	41
7	2	2	38	41
8	2	2	38	41
9	2	2	38	41
10	2	2	38	41
11	2	2	38	41
12	2	2	38	41
13	2	2	38	41
14	2	2	38	41
15	2	2	38	41
16	2	2	38	41
17	2	2	38	41
18	2	2	38	41
19	2	2	38	41
1	3	2	38	18
2	3	2	38	18
3	3	2	38	18
4	3	2	38	18
5	3	2	38	18
6	3	2	38	18
7	3	2	38	18
8	3	2	38	18
9	3	2	38	18
10	3	2	38	18
11	3	2	38	18
12	3	2	38	18
13	3	2	38	18
14	3	2	38	18
15	3	2	38	18
16	3	2	38	18
17	3	2	38	18
18	3	2	38	18
19	3	2	38	18
1	4	2	38	39
2	4	2	38	39
3	4	2	38	39
4	4	2	38	39
5	4	2	38	39
6	4	2	38	39
7	4	2	38	39
8	4	2	38	39
9	4	2	38	39
10	4	2	38	39
11	4	2	38	39
12	4	2	38	39
13	4	2	38	39
14	4	2	38	39
15	4	2	38	39
16	4	2	38	39
17	4	2	38	39
18	4	2	38	39
19	4	2	38	39
1	5	2	38	25
2	5	2	38	25
3	5	2	38	25
4	5	2	38	25
5	5	2	38	25
6	5	2	38	25
7	5	2	38	25
8	5	2	38	25
9	5	2	38	25
10	5	2	38	25
11	5	2	38	25
12	5	2	38	25
13	5	2	38	25
14	5	2	38	25
15	5	2	38	25
16	5	2	38	25
17	5	2	38	25
18	5	2	38	25
19	5	2	38	25
1	6	2	38	31
2	6	2	38	31
3	6	2	38	31
4	6	2	38	31
5	6	2	38	31
6	6	2	38	31
7	6	2	38	31
8	6	2	38	31
9	6	2	38	31
10	6	2	38	31
11	6	2	38	31
12	6	2	38	31
13	6	2	38	31
14	6	2	38	31
15	6	2	38	31
16	6	2	38	31
17	6	2	38	31
18	6	2	38	31
19	6	2	38	31
1	7	2	38	29
2	7	2	38	29
3	7	2	38	29
4	7	2	38	29
5	7	2	38	29
6	7	2	38	29
7	7	2	38	29
8	7	2	38	29
9	7	2	38	29
10	7	2	38	29
11	7	2	38	29
12	7	2	38	29
13	7	2	38	29
14	7	2	38	29
15	7	2	38	29
16	7	2	38	29
17	7	2	38	29
18	7	2	38	29
19	7	2	38	29
1	8	2	38	25
2	8	2	38	25
3	8	2	38	25
4	8	2	38	25
5	8	2	38	25
6	8	2	38	25
7	8	2	38	25
8	8	2	38	25
9	8	2	38	25
10	8	2	38	25
11	8	2	38	25
12	8	2	38	25
13	8	2	38	25
14	8	2	38	25
15	8	2	38	25
16	8	2	38	25
17	8	2	38	25
18	8	2	38	25
19	8	2	38	25
1	9	2	38	17
2	9	2	38	17
3	9	2	38	17
4	9	2	38	17
5	9	2	38	17
6	9	2	38	17
7	9	2	38	17
8	9	2	38	17
9	9	2	38	17
10	9	2	38	17
11	9	2	38	17
12	9	2	38	17
13	9	2	38	17
14	9	2	38	17
15	9	2	38	17
16	9	2	38	17
17	9	2	38	17
18	9	2	38	17
19	9	2	38	17
1	10	2	38	23
2	10	2	38	23
3	10	2	38	23
4	10	2	38	23
5	10	2	38	23
6	10	2	38	23
7	10	2	38	23
8	10	2	38	23
9	10	2	38	23
10	10	2	38	23
11	10	2	38	23
12	10	2	38	23
13	10	2	38	23
14	10	2	38	23
15	10	2	38	23
16	10	2	38	23
17	10	2	38	23
18	10	2	38	23
19	10	2	38	23
1	11	2	38	28
2	11	2	38	28
3	11	2	38	28
4	11	2	38	28
5	11	2	38	28
6	11	2	38	28
7	11	2	38	28
8	11	2	38	28
9	11	2	38	28
10	11	2	38	28
11	11	2	38	28
12	11	2	38	28
13	11	2	38	28
14	11	2	38	28
15	11	2	38	28
16	11	2	38	28
17	11	2	38	28
18	11	2	38	28
19	11	2	38	28
1	12	2	38	56
2	12	2	38	56
3	12	2	38	56
4	12	2	38	56
5	12	2	38	56
6	12	2	38	56
7	12	2	38	56
8	12	2	38	56
9	12	2	38	56
10	12	2	38	56
11	12	2	38	56
12	12	2	38	56
13	12	2	38	56
14	12	2	38	56
15	12	2	38	56
16	12	2	38	56
17	12	2	38	56
18	12	2	38	56
19	12	2	38	56
1	1	1	39	42
2	1	1	39	42
3	1	1	39	42
4	1	1	39	42
5	1	1	39	42
6	1	1	39	42
7	1	1	39	42
8	1	1	39	42
9	1	1	39	42
10	1	1	39	42
11	1	1	39	42
12	1	1	39	42
13	1	1	39	42
14	1	1	39	42
15	1	1	39	42
16	1	1	39	42
17	1	1	39	42
18	1	1	39	42
19	1	1	39	42
1	2	1	39	41
2	2	1	39	41
3	2	1	39	41
4	2	1	39	41
5	2	1	39	41
6	2	1	39	41
7	2	1	39	41
8	2	1	39	41
9	2	1	39	41
10	2	1	39	41
11	2	1	39	41
12	2	1	39	41
13	2	1	39	41
14	2	1	39	41
15	2	1	39	41
16	2	1	39	41
17	2	1	39	41
18	2	1	39	41
19	2	1	39	41
1	3	1	39	18
2	3	1	39	18
3	3	1	39	18
4	3	1	39	18
5	3	1	39	18
6	3	1	39	18
7	3	1	39	18
8	3	1	39	18
9	3	1	39	18
10	3	1	39	18
11	3	1	39	18
12	3	1	39	18
13	3	1	39	18
14	3	1	39	18
15	3	1	39	18
16	3	1	39	18
17	3	1	39	18
18	3	1	39	18
19	3	1	39	18
1	4	1	39	39
2	4	1	39	39
3	4	1	39	39
4	4	1	39	39
5	4	1	39	39
6	4	1	39	39
7	4	1	39	39
8	4	1	39	39
9	4	1	39	39
10	4	1	39	39
11	4	1	39	39
12	4	1	39	39
13	4	1	39	39
14	4	1	39	39
15	4	1	39	39
16	4	1	39	39
17	4	1	39	39
18	4	1	39	39
19	4	1	39	39
1	5	1	39	25
2	5	1	39	25
3	5	1	39	25
4	5	1	39	25
5	5	1	39	25
6	5	1	39	25
7	5	1	39	25
8	5	1	39	25
9	5	1	39	25
10	5	1	39	25
11	5	1	39	25
12	5	1	39	25
13	5	1	39	25
14	5	1	39	25
15	5	1	39	25
16	5	1	39	25
17	5	1	39	25
18	5	1	39	25
19	5	1	39	25
1	6	1	39	31
2	6	1	39	31
3	6	1	39	31
4	6	1	39	31
5	6	1	39	31
6	6	1	39	31
7	6	1	39	31
8	6	1	39	31
9	6	1	39	31
10	6	1	39	31
11	6	1	39	31
12	6	1	39	31
13	6	1	39	31
14	6	1	39	31
15	6	1	39	31
16	6	1	39	31
17	6	1	39	31
18	6	1	39	31
19	6	1	39	31
1	7	1	39	29
2	7	1	39	29
3	7	1	39	29
4	7	1	39	29
5	7	1	39	29
6	7	1	39	29
7	7	1	39	29
8	7	1	39	29
9	7	1	39	29
10	7	1	39	29
11	7	1	39	29
12	7	1	39	29
13	7	1	39	29
14	7	1	39	29
15	7	1	39	29
16	7	1	39	29
17	7	1	39	29
18	7	1	39	29
19	7	1	39	29
1	8	1	39	25
2	8	1	39	25
3	8	1	39	25
4	8	1	39	25
5	8	1	39	25
6	8	1	39	25
7	8	1	39	25
8	8	1	39	25
9	8	1	39	25
10	8	1	39	25
11	8	1	39	25
12	8	1	39	25
13	8	1	39	25
14	8	1	39	25
15	8	1	39	25
16	8	1	39	25
17	8	1	39	25
18	8	1	39	25
19	8	1	39	25
1	9	1	39	17
2	9	1	39	17
3	9	1	39	17
4	9	1	39	17
5	9	1	39	17
6	9	1	39	17
7	9	1	39	17
8	9	1	39	17
9	9	1	39	17
10	9	1	39	17
11	9	1	39	17
12	9	1	39	17
13	9	1	39	17
14	9	1	39	17
15	9	1	39	17
16	9	1	39	17
17	9	1	39	17
18	9	1	39	17
19	9	1	39	17
1	10	1	39	23
2	10	1	39	23
3	10	1	39	23
4	10	1	39	23
5	10	1	39	23
6	10	1	39	23
7	10	1	39	23
8	10	1	39	23
9	10	1	39	23
10	10	1	39	23
11	10	1	39	23
12	10	1	39	23
13	10	1	39	23
14	10	1	39	23
15	10	1	39	23
16	10	1	39	23
17	10	1	39	23
18	10	1	39	23
19	10	1	39	23
1	11	1	39	28
2	11	1	39	28
3	11	1	39	28
4	11	1	39	28
5	11	1	39	28
6	11	1	39	28
7	11	1	39	28
8	11	1	39	28
9	11	1	39	28
10	11	1	39	28
11	11	1	39	28
12	11	1	39	28
13	11	1	39	28
14	11	1	39	28
15	11	1	39	28
16	11	1	39	28
17	11	1	39	28
18	11	1	39	28
19	11	1	39	28
1	12	1	39	27
2	12	1	39	27
3	12	1	39	27
4	12	1	39	27
5	12	1	39	27
6	12	1	39	27
7	12	1	39	27
8	12	1	39	27
9	12	1	39	27
10	12	1	39	27
11	12	1	39	27
12	12	1	39	27
13	12	1	39	27
14	12	1	39	27
15	12	1	39	27
16	12	1	39	27
17	12	1	39	27
18	12	1	39	27
19	12	1	39	27
1	1	2	39	42
2	1	2	39	42
3	1	2	39	42
4	1	2	39	42
5	1	2	39	42
6	1	2	39	42
7	1	2	39	42
8	1	2	39	42
9	1	2	39	42
10	1	2	39	42
11	1	2	39	42
12	1	2	39	42
13	1	2	39	42
14	1	2	39	42
15	1	2	39	42
16	1	2	39	42
17	1	2	39	42
18	1	2	39	42
19	1	2	39	42
1	2	2	39	41
2	2	2	39	41
3	2	2	39	41
4	2	2	39	41
5	2	2	39	41
6	2	2	39	41
7	2	2	39	41
8	2	2	39	41
9	2	2	39	41
10	2	2	39	41
11	2	2	39	41
12	2	2	39	41
13	2	2	39	41
14	2	2	39	41
15	2	2	39	41
16	2	2	39	41
17	2	2	39	41
18	2	2	39	41
19	2	2	39	41
1	3	2	39	18
2	3	2	39	18
3	3	2	39	18
4	3	2	39	18
5	3	2	39	18
6	3	2	39	18
7	3	2	39	18
8	3	2	39	18
9	3	2	39	18
10	3	2	39	18
11	3	2	39	18
12	3	2	39	18
13	3	2	39	18
14	3	2	39	18
15	3	2	39	18
16	3	2	39	18
17	3	2	39	18
18	3	2	39	18
19	3	2	39	18
1	4	2	39	39
2	4	2	39	39
3	4	2	39	39
4	4	2	39	39
5	4	2	39	39
6	4	2	39	39
7	4	2	39	39
8	4	2	39	39
9	4	2	39	39
10	4	2	39	39
11	4	2	39	39
12	4	2	39	39
13	4	2	39	39
14	4	2	39	39
15	4	2	39	39
16	4	2	39	39
17	4	2	39	39
18	4	2	39	39
19	4	2	39	39
1	5	2	39	25
2	5	2	39	25
3	5	2	39	25
4	5	2	39	25
5	5	2	39	25
6	5	2	39	25
7	5	2	39	25
8	5	2	39	25
9	5	2	39	25
10	5	2	39	25
11	5	2	39	25
12	5	2	39	25
13	5	2	39	25
14	5	2	39	25
15	5	2	39	25
16	5	2	39	25
17	5	2	39	25
18	5	2	39	25
19	5	2	39	25
1	6	2	39	31
2	6	2	39	31
3	6	2	39	31
4	6	2	39	31
5	6	2	39	31
6	6	2	39	31
7	6	2	39	31
8	6	2	39	31
9	6	2	39	31
10	6	2	39	31
11	6	2	39	31
12	6	2	39	31
13	6	2	39	31
14	6	2	39	31
15	6	2	39	31
16	6	2	39	31
17	6	2	39	31
18	6	2	39	31
19	6	2	39	31
1	7	2	39	29
2	7	2	39	29
3	7	2	39	29
4	7	2	39	29
5	7	2	39	29
6	7	2	39	29
7	7	2	39	29
8	7	2	39	29
9	7	2	39	29
10	7	2	39	29
11	7	2	39	29
12	7	2	39	29
13	7	2	39	29
14	7	2	39	29
15	7	2	39	29
16	7	2	39	29
17	7	2	39	29
18	7	2	39	29
19	7	2	39	29
1	8	2	39	25
2	8	2	39	25
3	8	2	39	25
4	8	2	39	25
5	8	2	39	25
6	8	2	39	25
7	8	2	39	25
8	8	2	39	25
9	8	2	39	25
10	8	2	39	25
11	8	2	39	25
12	8	2	39	25
13	8	2	39	25
14	8	2	39	25
15	8	2	39	25
16	8	2	39	25
17	8	2	39	25
18	8	2	39	25
19	8	2	39	25
1	9	2	39	17
2	9	2	39	17
3	9	2	39	17
4	9	2	39	17
5	9	2	39	17
6	9	2	39	17
7	9	2	39	17
8	9	2	39	17
9	9	2	39	17
10	9	2	39	17
11	9	2	39	17
12	9	2	39	17
13	9	2	39	17
14	9	2	39	17
15	9	2	39	17
16	9	2	39	17
17	9	2	39	17
18	9	2	39	17
19	9	2	39	17
1	10	2	39	23
2	10	2	39	23
3	10	2	39	23
4	10	2	39	23
5	10	2	39	23
6	10	2	39	23
7	10	2	39	23
8	10	2	39	23
9	10	2	39	23
10	10	2	39	23
11	10	2	39	23
12	10	2	39	23
13	10	2	39	23
14	10	2	39	23
15	10	2	39	23
16	10	2	39	23
17	10	2	39	23
18	10	2	39	23
19	10	2	39	23
1	11	2	39	28
2	11	2	39	28
3	11	2	39	28
4	11	2	39	28
5	11	2	39	28
6	11	2	39	28
7	11	2	39	28
8	11	2	39	28
9	11	2	39	28
10	11	2	39	28
11	11	2	39	28
12	11	2	39	28
13	11	2	39	28
14	11	2	39	28
15	11	2	39	28
16	11	2	39	28
17	11	2	39	28
18	11	2	39	28
19	11	2	39	28
1	12	2	39	56
2	12	2	39	56
3	12	2	39	56
4	12	2	39	56
5	12	2	39	56
6	12	2	39	56
7	12	2	39	56
8	12	2	39	56
9	12	2	39	56
10	12	2	39	56
11	12	2	39	56
12	12	2	39	56
13	12	2	39	56
14	12	2	39	56
15	12	2	39	56
16	12	2	39	56
17	12	2	39	56
18	12	2	39	56
19	12	2	39	56
1	1	1	40	42
2	1	1	40	42
3	1	1	40	42
4	1	1	40	42
5	1	1	40	42
6	1	1	40	42
7	1	1	40	42
8	1	1	40	42
9	1	1	40	42
10	1	1	40	42
11	1	1	40	42
12	1	1	40	42
13	1	1	40	42
14	1	1	40	42
15	1	1	40	42
16	1	1	40	42
17	1	1	40	42
18	1	1	40	42
19	1	1	40	42
1	2	1	40	41
2	2	1	40	41
3	2	1	40	41
4	2	1	40	41
5	2	1	40	41
6	2	1	40	41
7	2	1	40	41
8	2	1	40	41
9	2	1	40	41
10	2	1	40	41
11	2	1	40	41
12	2	1	40	41
13	2	1	40	41
14	2	1	40	41
15	2	1	40	41
16	2	1	40	41
17	2	1	40	41
18	2	1	40	41
19	2	1	40	41
1	3	1	40	18
2	3	1	40	18
3	3	1	40	18
4	3	1	40	18
5	3	1	40	18
6	3	1	40	18
7	3	1	40	18
8	3	1	40	18
9	3	1	40	18
10	3	1	40	18
11	3	1	40	18
12	3	1	40	18
13	3	1	40	18
14	3	1	40	18
15	3	1	40	18
16	3	1	40	18
17	3	1	40	18
18	3	1	40	18
19	3	1	40	18
1	4	1	40	39
2	4	1	40	39
3	4	1	40	39
4	4	1	40	39
5	4	1	40	39
6	4	1	40	39
7	4	1	40	39
8	4	1	40	39
9	4	1	40	39
10	4	1	40	39
11	4	1	40	39
12	4	1	40	39
13	4	1	40	39
14	4	1	40	39
15	4	1	40	39
16	4	1	40	39
17	4	1	40	39
18	4	1	40	39
19	4	1	40	39
1	5	1	40	25
2	5	1	40	25
3	5	1	40	25
4	5	1	40	25
5	5	1	40	25
6	5	1	40	25
7	5	1	40	25
8	5	1	40	25
9	5	1	40	25
10	5	1	40	25
11	5	1	40	25
12	5	1	40	25
13	5	1	40	25
14	5	1	40	25
15	5	1	40	25
16	5	1	40	25
17	5	1	40	25
18	5	1	40	25
19	5	1	40	25
1	6	1	40	31
2	6	1	40	31
3	6	1	40	31
4	6	1	40	31
5	6	1	40	31
6	6	1	40	31
7	6	1	40	31
8	6	1	40	31
9	6	1	40	31
10	6	1	40	31
11	6	1	40	31
12	6	1	40	31
13	6	1	40	31
14	6	1	40	31
15	6	1	40	31
16	6	1	40	31
17	6	1	40	31
18	6	1	40	31
19	6	1	40	31
1	7	1	40	29
2	7	1	40	29
3	7	1	40	29
4	7	1	40	29
5	7	1	40	29
6	7	1	40	29
7	7	1	40	29
8	7	1	40	29
9	7	1	40	29
10	7	1	40	29
11	7	1	40	29
12	7	1	40	29
13	7	1	40	29
14	7	1	40	29
15	7	1	40	29
16	7	1	40	29
17	7	1	40	29
18	7	1	40	29
19	7	1	40	29
1	8	1	40	25
2	8	1	40	25
3	8	1	40	25
4	8	1	40	25
5	8	1	40	25
6	8	1	40	25
7	8	1	40	25
8	8	1	40	25
9	8	1	40	25
10	8	1	40	25
11	8	1	40	25
12	8	1	40	25
13	8	1	40	25
14	8	1	40	25
15	8	1	40	25
16	8	1	40	25
17	8	1	40	25
18	8	1	40	25
19	8	1	40	25
1	9	1	40	17
2	9	1	40	17
3	9	1	40	17
4	9	1	40	17
5	9	1	40	17
6	9	1	40	17
7	9	1	40	17
8	9	1	40	17
9	9	1	40	17
10	9	1	40	17
11	9	1	40	17
12	9	1	40	17
13	9	1	40	17
14	9	1	40	17
15	9	1	40	17
16	9	1	40	17
17	9	1	40	17
18	9	1	40	17
19	9	1	40	17
1	10	1	40	23
2	10	1	40	23
3	10	1	40	23
4	10	1	40	23
5	10	1	40	23
6	10	1	40	23
7	10	1	40	23
8	10	1	40	23
9	10	1	40	23
10	10	1	40	23
11	10	1	40	23
12	10	1	40	23
13	10	1	40	23
14	10	1	40	23
15	10	1	40	23
16	10	1	40	23
17	10	1	40	23
18	10	1	40	23
19	10	1	40	23
1	11	1	40	28
2	11	1	40	28
3	11	1	40	28
4	11	1	40	28
5	11	1	40	28
6	11	1	40	28
7	11	1	40	28
8	11	1	40	28
9	11	1	40	28
10	11	1	40	28
11	11	1	40	28
12	11	1	40	28
13	11	1	40	28
14	11	1	40	28
15	11	1	40	28
16	11	1	40	28
17	11	1	40	28
18	11	1	40	28
19	11	1	40	28
1	12	1	40	27
2	12	1	40	27
3	12	1	40	27
4	12	1	40	27
5	12	1	40	27
6	12	1	40	27
7	12	1	40	27
8	12	1	40	27
9	12	1	40	27
10	12	1	40	27
11	12	1	40	27
12	12	1	40	27
13	12	1	40	27
14	12	1	40	27
15	12	1	40	27
16	12	1	40	27
17	12	1	40	27
18	12	1	40	27
19	12	1	40	27
1	1	2	40	42
2	1	2	40	42
3	1	2	40	42
4	1	2	40	42
5	1	2	40	42
6	1	2	40	42
7	1	2	40	42
8	1	2	40	42
9	1	2	40	42
10	1	2	40	42
11	1	2	40	42
12	1	2	40	42
13	1	2	40	42
14	1	2	40	42
15	1	2	40	42
16	1	2	40	42
17	1	2	40	42
18	1	2	40	42
19	1	2	40	42
1	2	2	40	41
2	2	2	40	41
3	2	2	40	41
4	2	2	40	41
5	2	2	40	41
6	2	2	40	41
7	2	2	40	41
8	2	2	40	41
9	2	2	40	41
10	2	2	40	41
11	2	2	40	41
12	2	2	40	41
13	2	2	40	41
14	2	2	40	41
15	2	2	40	41
16	2	2	40	41
17	2	2	40	41
18	2	2	40	41
19	2	2	40	41
1	3	2	40	18
2	3	2	40	18
3	3	2	40	18
4	3	2	40	18
5	3	2	40	18
6	3	2	40	18
7	3	2	40	18
8	3	2	40	18
9	3	2	40	18
10	3	2	40	18
11	3	2	40	18
12	3	2	40	18
13	3	2	40	18
14	3	2	40	18
15	3	2	40	18
16	3	2	40	18
17	3	2	40	18
18	3	2	40	18
19	3	2	40	18
1	4	2	40	39
2	4	2	40	39
3	4	2	40	39
4	4	2	40	39
5	4	2	40	39
6	4	2	40	39
7	4	2	40	39
8	4	2	40	39
9	4	2	40	39
10	4	2	40	39
11	4	2	40	39
12	4	2	40	39
13	4	2	40	39
14	4	2	40	39
15	4	2	40	39
16	4	2	40	39
17	4	2	40	39
18	4	2	40	39
19	4	2	40	39
1	5	2	40	25
2	5	2	40	25
3	5	2	40	25
4	5	2	40	25
5	5	2	40	25
6	5	2	40	25
7	5	2	40	25
8	5	2	40	25
9	5	2	40	25
10	5	2	40	25
11	5	2	40	25
12	5	2	40	25
13	5	2	40	25
14	5	2	40	25
15	5	2	40	25
16	5	2	40	25
17	5	2	40	25
18	5	2	40	25
19	5	2	40	25
1	6	2	40	31
2	6	2	40	31
3	6	2	40	31
4	6	2	40	31
5	6	2	40	31
6	6	2	40	31
7	6	2	40	31
8	6	2	40	31
9	6	2	40	31
10	6	2	40	31
11	6	2	40	31
12	6	2	40	31
